50,741.30
51,740.00
52,741.20
53,740.70
54,740.80
55,739.60
56,739.30
57,737.60
58,737.30
59,736.70
60,736.20
61,736.40
62,737.50
63,738.10
64,737.60
65,738.00
66,739.70
67,739.20
68,739.60
69,741.20
70,740.60
71,740.50
72,740.60
73,741.00
74,741.40
75,741.50
76,740.90
77,741.00
78,741.30
79,739.40
80,741.60
81,741.30
82,740.70
83,740.60
84,741.40
85,740.20
86,740.90
87,740.80
88,740.50
89,741.20
90,741.10
91,741.50
92,741.40
93,740.70
94,741.00
95,741.00
96,741.10
97,740.80
98,740.20
99,741.00
100,740.50
101,741.20
102,740.40
103,741.00
104,741.30
105,741.00
106,741.30
107,740.70
108,741.30
109,741.20
110,740.80
111,741.00
112,740.10
113,739.80
114,741.00
115,740.80
116,741.50
117,739.90
118,740.60
119,741.40
120,740.50
121,741.30
122,741.30
123,741.30
124,741.10
125,741.10
126,740.50
127,741.30
128,741.40
129,740.50
130,740.20
131,741.10
132,741.00
133,740.80
134,740.90
135,740.30
136,741.20
137,740.90
138,740.60
139,740.70
140,740.60
141,740.60
142,740.90
143,741.20
144,740.40
145,740.50
146,741.40
147,740.40
148,740.90
149,740.80
150,740.50
151,740.90
152,740.70
153,741.20
154,740.30
155,740.90
156,740.80
157,740.80
158,740.30
159,740.60
160,740.40
161,740.00
162,740.90
163,740.20
164,740.20
165,741.00
166,739.80
167,740.90
168,740.90
169,740.50
170,740.60
171,741.00
172,740.20
173,740.00
174,739.40
175,739.40
176,740.60
177,740.80
178,741.20
179,740.90
180,740.30
181,740.80
182,740.80
183,741.10
184,740.30
185,741.20
186,739.80
187,740.30
188,740.10
189,740.90
190,741.40
191,740.20
192,740.30
193,740.70
194,740.80
195,740.70
196,740.00
197,739.60
198,739.80
199,740.40
200,739.70
201,740.50
202,740.90
203,740.10
204,741.10
205,740.40
206,739.80
207,740.70
208,739.90
209,740.90
210,740.60
211,740.70
212,740.30
213,740.00
214,740.50
215,740.60
216,739.70
217,740.80
218,739.50
219,739.80
220,740.40
221,739.90
222,740.20
223,739.80
224,739.80
225,740.10
226,739.60
227,740.10
228,740.40
229,739.50
230,740.50
231,741.00
232,739.80
233,740.60
234,740.00
235,740.10
236,740.10
237,740.10
238,740.00
239,739.50
240,739.90
241,739.70
242,739.90
243,739.70
244,739.50
245,739.80
246,739.60
247,739.40
248,739.70
249,740.20
250,740.80
