0,659.30
1,659.60
2,667.20
3,665.50
4,666.90
5,706.90
6,707.90
7,710.00
8,713.10
9,712.00
10,709.10
11,706.50
12,676.30
13,658.90
14,677.40
15,690.90
16,696.70
17,699.10
18,683.20
19,683.80
20,674.50
21,659.80
22,664.10
23,663.80
24,670.40
25,671.00
26,671.90
27,671.50
28,669.80
29,669.30
30,668.80
31,668.20
32,669.00
33,668.50
34,667.80
35,669.10
36,668.40
37,667.90
38,669.30
39,668.20
40,669.40
41,669.40
42,670.60
43,669.60
44,669.00
45,670.10
46,670.30
47,670.70
48,669.90
49,670.00
50,670.00
51,669.60
52,670.80
53,670.70
54,670.90
55,670.50
56,669.80
57,669.90
58,669.30
59,670.00
60,671.00
61,670.70
62,670.30
63,669.60
64,670.50
65,669.60
66,669.90
67,670.10
68,669.60
69,669.80
70,670.10
71,670.20
72,669.60
73,670.80
74,669.90
75,670.40
76,670.30
77,670.50
78,669.70
79,670.30
80,670.10
81,670.10
82,670.80
83,669.80
84,670.20
85,670.00
86,669.40
87,669.70
88,669.80
89,668.90
90,669.40
91,669.20
92,669.60
93,668.90
94,669.60
95,670.20
96,669.20
97,669.50
98,669.30
99,670.00
100,669.90
101,670.10
102,669.40
103,670.10
104,669.30
105,668.90
106,669.60
107,669.00
108,669.60
109,669.80
110,669.20
111,669.80
112,669.00
113,669.10
114,668.90
115,669.80
116,669.60
117,669.50
118,669.00
119,669.60
120,669.10
121,669.10
122,669.00
123,669.20
124,669.10
125,669.20
126,669.00
127,669.50
128,669.10
129,669.10
130,669.60
131,668.60
132,669.90
133,669.00
134,668.80
135,669.30
136,669.20
137,668.40
138,668.60
139,669.30
140,670.30
141,669.80
142,669.60
143,669.00
144,669.50
145,669.60
146,669.10
147,669.40
148,669.80
149,669.70
150,670.10
151,669.50
152,670.10
153,669.70
154,669.90
155,669.40
156,669.80
157,669.60
158,669.60
159,669.10
160,669.60
161,669.20
162,669.60
163,669.40
164,669.40
165,669.30
166,668.90
167,668.60
168,669.20
169,669.80
170,668.70
171,669.30
172,669.40
173,669.50
174,668.90
175,669.80
176,669.10
177,669.80
178,669.70
179,670.00
180,669.10
181,670.50
182,671.00
183,671.10
184,670.40
185,670.20
186,670.10
187,671.30
188,670.30
189,670.70
190,670.80
191,670.10
192,670.60
193,670.70
194,671.20
195,671.20
196,671.40
197,670.70
198,670.40
199,671.10
200,671.20
201,671.40
202,670.10
203,670.70
204,670.60
205,671.30
206,671.10
207,671.70
208,670.40
209,670.90
210,671.50
211,671.00
212,671.30
213,671.30
214,670.90
215,670.70
216,670.90
217,670.50
218,670.80
219,670.60
220,671.30
221,670.60
222,670.80
223,671.40
224,671.00
225,671.10
226,671.10
227,670.60
228,670.60
229,671.00
230,670.80
231,671.30
232,670.80
233,671.50
234,670.30
235,671.80
236,671.30
237,670.70
238,670.60
239,671.40
240,671.20
241,670.80
242,671.40
243,671.00
244,670.80
245,671.20
246,670.70
247,670.90
248,670.60
249,671.30
250,671.00
251,670.30
252,670.90
253,670.90
254,671.20
255,670.90
256,670.20
257,670.90
258,670.70
259,671.10
260,670.60
261,670.20
262,670.00
263,670.20
264,669.10
265,668.30
266,668.50
267,668.60
268,668.60
269,669.00
270,668.90
271,668.90
272,669.40
273,668.70
274,669.00
275,669.20
276,669.10
277,668.80
278,668.70
279,668.40
280,668.90
281,668.10
282,668.20
283,668.50
284,669.00
285,668.70
286,668.70
287,668.70
288,668.80
289,668.80
290,669.10
291,668.60
292,669.10
293,668.00
294,668.80
295,668.40
296,668.10
297,668.50
298,668.00
299,667.80
300,668.30
301,668.00
302,661.90
303,653.10
304,650.80
305,648.30
306,655.70
307,660.00
308,655.30
309,658.70
310,651.90
311,688.10
312,703.50
313,711.50
314,713.70
315,709.80
316,708.10
317,710.80
318,708.20
319,707.90
320,708.50
321,708.10
322,707.60
323,707.10
324,707.00
325,708.30
326,705.80
327,704.60
328,707.20
329,707.20
330,678.30
331,685.40
332,661.40
333,621.10
334,628.20
335,633.40
336,625.90
337,660.70
338,660.90
339,662.00
